<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;;;;;;;129;7;;;;;;;129,00;39;18526,71359;;129;39;19502,19842
MOEX,MDMG:TQBR;60;20210126;170000;490,9;;;;;;491,1571429;0,29847163;0;;0,227941176;18,56287425;30;70;;18647,68;0;18647,68269;;9764,186844;18,1864905;18691,93503
MOEX,MDMG:TQBR;60;20210126;180000;490,1;;;;;;490,2928571;0,29847163;0;;0,596153846;37,34939759;30;70;;0,00;38,04873024;18647,68269;;7929,835604;21,92930063;18677,38584
MOEX,MDMG:TQBR;60;20210126;190000;489,5;;;;;;490,0571429;0,29847163;0;;0,756097561;43,05555556;30;70;;0,00;38,04873024;18624,85345;;7929,835604;21,92930063;18664,22826
MOEX,MDMG:TQBR;60;20210127;110000;486,95;;;;;;489,6214286;0,29847163;0;;0,392405063;28,18181818;30;70;;0,00;38,04873024;18527,82919;;7929,835604;21,92930063;18608,30854
MOEX,MDMG:TQBR;60;20210127;120000;487,9;;;;;;489,4142857;0,29847163;0;;0,430379747;30,08849558;30;70;;0,00;38,04873024;18563,97548;;7778,639221;22,23919278;18629,14138
MOEX,MDMG:TQBR;60;20210127;130000;488,05;;;;;;489,1142857;0,29847163;0;;0,405063291;28,82882883;30;70;;0,00;38,04873024;18569,68279;;7778,639221;22,23919278;18632,47726
MOEX,MDMG:TQBR;60;20210127;140000;487,85;;;;;;488,75;0,29847163;0;;0,265060241;20,95238095;30;70;;0,00;38,04873024;18562,07305;;7778,639221;22,23919278;18628,02942
MOEX,MDMG:TQBR;60;20210127;150000;488,5;;;;;;488,4071429;0;145,8033913;;0,52238806;34,31372549;30;70;;0,00;38,04873024;18586,80472;;6739,308434;24,36678907;18642,48489
MOEX,MDMG:TQBR;60;20210127;160000;489,65;;;;;;488,3428571;0;145,8033913;;1,054545455;51,32743363;30;70;;0,00;38,04873024;18630,56076;;6739,308434;24,36678907;18670,5067
MOEX,MDMG:TQBR;60;20210127;170000;489,45;;;;;;488,3357143;0;145,8033913;;7,25;87,87878788;30;70;;0,00;38,04873024;18622,95102;;6739,308434;24,36678907;18665,63334
MOEX,MDMG:TQBR;60;20210127;180000;488,5;;;;;;488,5571429;0,29847163;0;;1,444444444;59,09090909;30;70;;18586,80;0;18586,80472;;10165,98045;17,35210737;18642,48489
MOEX,MDMG:TQBR;60;20210127;190000;487,65;;;;;;488,5214286;0,29847163;0;;0,818181818;45;30;70;;18586,80;0;18586,80472;;10165,98045;17,35210737;18627,7356
MOEX,MDMG:TQBR;60;20210128;110000;490,8;;;;;;488,9142857;0;146,4898761;;2,475;71,22302158;30;70;;18586,80;0;18586,80472;;10165,98045;17,35210737;18682,39474
MOEX,MDMG:TQBR;60;20210128;120000;491,6;;;;;;489,45;0;146,4898761;;2,55;71,83098592;30;70;;18586,80;0;18586,80472;;10165,98045;17,35210737;18696,27643
MOEX,MDMG:TQBR;60;20210128;130000;488,1;;;;;;489,3928571;0,300122672;0;;0,718181818;41,7989418;30;70;;18586,80;0;18586,80472;;12709,56352;12,14091483;18635,54405
MOEX,MDMG:TQBR;60;20210128;140000;486,95;;;;;;489,0071429;0,300122672;0;;0,612403101;37,98076923;30;70;;18586,80;0;18586,80472;;12709,56352;12,14091483;18621,582
MOEX,MDMG:TQBR;60;20210128;150000;487,5;;;;;;488,7285714;0,300122672;0;;0,818181818;45;30;70;;18586,80;0;18586,80472;;12709,56352;12,14091483;18628,2595
MOEX,MDMG:TQBR;60;20210128;160000;483,9;;;;;;488,0714286;0,300122672;0;;0,545454545;35,29411765;30;70;;18586,80;0;18586,80472;;12709,56352;12,14091483;18584,55221
MOEX,MDMG:TQBR;60;20210128;170000;485,05;;;;;;487,7;0,300122672;0;;0,303030303;23,25581395;30;70;;18586,80;0;18586,80472;;12709,56352;12,14091483;18598,51426
MOEX,MDMG:TQBR;60;20210128;180000;485,5;;;;;;486,9428571;0,300122672;0;;0,260606061;20,67307692;30;70;;18586,80;0;18586,80472;;12709,56352;12,14091483;18603,97767
MOEX,MDMG:TQBR;60;20210128;190000;485;;;;;;486;0,300122672;0;;0,40952381;29,05405405;30;70;;18586,80;0;18586,80472;;12709,56352;12,14091483;18597,90722
MOEX,MDMG:TQBR;60;20210129;110000;485,5;;;;;;485,6285714;0,300122672;0;;0,646341463;39,25925926;30;70;;0,00;38,28384083;18586,80472;;11412,52649;14,81246383;18603,97767
MOEX,MDMG:TQBR;60;20210129;120000;477,75;;;;;;484,3142857;0,300122672;0;;0,17721519;15,05376344;30;70;;0,00;38,28384083;18290,10496;;11412,52649;14,81246383;18489,18108
MOEX,MDMG:TQBR;60;20210129;130000;477,05;;;;;;482,8214286;0,300122672;0;;0,234636872;19,00452489;30;70;;0,00;38,28384083;18263,30627;;11412,52649;14,81246383;18478,81235
MOEX,MDMG:TQBR;60;20210129;140000;477,6;;;;;;481,9214286;0,300122672;0;;0,167597765;14,35406699;30;70;;0,00;38,28384083;18284,36238;;11412,52649;14,81246383;18486,95921
MOEX,MDMG:TQBR;60;20210129;150000;477,3;;;;;;480,8142857;0,300122672;0;;0,113513514;10,19417476;30;70;;0,00;38,28384083;18272,87723;;11412,52649;14,81246383;18482,51547
MOEX,MDMG:TQBR;60;20210129;160000;477;;;;;;479,6;0,300122672;0;;0,116022099;10,3960396;30;70;;0,00;38,28384083;18261,39208;;11412,52649;14,81246383;18478,07173
MOEX,MDMG:TQBR;60;20210129;170000;473,5;;;;;;477,9571429;0,300122672;0;;0,043824701;4,198473282;30;70;;0,00;38,28384083;18127,39863;;11412,52649;14,81246383;18426,22811
MOEX,MDMG:TQBR;60;20210129;180000;472;;;;;;476,0285714;0,300122672;0;;0,087301587;8,02919708;30;70;;0,00;38,28384083;18069,97287;;11412,52649;14,81246383;18404,00941
MOEX,MDMG:TQBR;60;20210129;190000;471,95;;;;;;475,2;0,300122672;0;;0,097345133;8,870967742;30;70;;0,00;38,28384083;18068,05868;;11412,52649;14,81246383;18403,26879
MOEX,MDMG:TQBR;60;20210201;110000;477,45;;;;;;475,2571429;0;143,2935696;;0,973451327;49,32735426;30;70;;0,00;38,28384083;18278,6198;;6795,430659;24,48278706;18484,73734
MOEX,MDMG:TQBR;60;20210201;120000;461,75;;;;;;472,9928571;0,310327168;0;;0,26128266;20,71563089;30;70;;0,00;38,28384083;17677,5635;;6795,430659;24,48278706;18100,35758
MOEX,MDMG:TQBR;60;20210201;130000;462;;;;;;470,8071429;0,310327168;0;;0,277108434;21,69811321;30;70;;0,00;38,28384083;17687,13446;;6795,430659;24,48278706;18106,47828
MOEX,MDMG:TQBR;60;20210201;140000;459;;;;;;468,2357143;0,310327168;0;;0,283950617;22,11538462;30;70;;0,00;38,28384083;17572,28294;;6795,430659;24,48278706;18033,02992
MOEX,MDMG:TQBR;60;20210201;150000;460,6;;;;;;466,3928571;0,310327168;0;;0,392;28,16091954;30;70;;0,00;38,28384083;17633,53709;;6795,430659;24,48278706;18072,20238
MOEX,MDMG:TQBR;60;20210201;160000;461,8;;;;;;464,9357143;0,310327168;0;;0,457219251;31,37614679;30;70;;0,00;38,28384083;17679,47769;;6576,942121;24,95591079;18101,58172
MOEX,MDMG:TQBR;60;20210201;170000;464,4;;;;;;463,8571429;0;144,1159366;;0,302139037;23,20328542;30;70;;0,00;38,28384083;17779,01568;;6576,942121;24,95591079;18166,46709
MOEX,MDMG:TQBR;60;20210201;180000;462,7;;;;;;461,75;0;144,1159366;;1,20212766;54,58937198;30;70;;0,00;38,28384083;17713,93315;;4512,697374;29,41721346;18124,04204
MOEX,MDMG:TQBR;60;20210201;190000;464;;;;;;462,0714286;0;144,1159366;;1,425531915;58,77192982;30;70;;0,00;38,28384083;17763,70214;;4512,697374;29,41721346;18162,28442
MOEX,MDMG:TQBR;60;20210202;110000;462,95;;;;;;462,2071429;0;144,1159366;;2,436363636;70,8994709;30;70;;0,00;38,28384083;17723,50411;;4512,697374;29,41721346;18131,39634
MOEX,MDMG:TQBR;60;20210202;120000;463,8;;;;;;462,8928571;0;144,1159366;;2,163636364;68,3908046;30;70;;17756,05;0;17756,04538;;4854,972368;28,67923374;18156,40098
MOEX,MDMG:TQBR;60;20210202;130000;466;;;;;;463,6642857;0;144,1159366;;2,527272727;71,64948454;30;70;;17756,05;0;17756,04538;;4854,972368;28,67923374;18219,49529
MOEX,MDMG:TQBR;60;20210202;140000;468,2;;;;;;464,5785714;0;144,1159366;;2,381818182;70,43010753;30;70;;17756,05;0;17756,04538;;4854,972368;28,67923374;18282,5896
MOEX,MDMG:TQBR;60;20210202;150000;469,05;;;;;;465,2428571;0;144,1159366;;7,047619048;87,5739645;30;70;;17756,05;0;17756,04538;;4854,972368;28,67923374;18306,96695
MOEX,MDMG:TQBR;60;20210202;160000;470,2;;;;;;466,3142857;0;144,1159366;;6,904761905;87,34939759;30;70;;17756,05;0;17756,04538;;4854,972368;28,67923374;18339,94807
MOEX,MDMG:TQBR;60;20210202;170000;470,65;;;;;;467,2642857;0;144,1159366;;7,333333333;88;30;70;;17756,05;0;17756,04538;;4854,972368;28,67923374;18352,85373
MOEX,MDMG:TQBR;60;20210202;180000;472,2;;;;;;468,5857143;0;144,1159366;;;;30;70;;17756,05;0;17756,04538;;16772,22644;3,441508049;18397,30654
MOEX,MDMG:TQBR;60;20210202;190000;471;;;;;;469,6142857;0;144,1159366;;5,166666667;83,78378378;30;70;;0,00;37,69861014;17756,04538;;2719,820504;33,27676481;18393,17673
MOEX,MDMG:TQBR;60;20210203;110000;468;;;;;;469,9;0,307940036;0;;0,952380952;48,7804878;30;70;;17642,95;0;17642,94955;;8171,06788;21,62880033;18293,34644
MOEX,MDMG:TQBR;60;20210203;120000;470,55;;;;;;470,2357143;0;144,9011837;;1,357142857;57,57575758;30;70;;17642,95;0;17642,94955;;8171,06788;21,62880033;18348,49988
MOEX,MDMG:TQBR;60;20210203;130000;470,65;;;;;;470,4642857;0;144,9011837;;1,107142857;52,54237288;30;70;;17642,95;0;17642,94955;;8171,06788;21,62880033;18350,66276
MOEX,MDMG:TQBR;60;20210203;140000;469,65;;;;;;470,3857143;0,308530147;0;;0,807692308;44,68085106;30;70;;17642,95;0;17642,94955;;8171,06788;21,62880033;18329,03396
MOEX,MDMG:TQBR;60;20210203;150000;467,5;;;;;;469,9357143;0,308530147;0;;0,360544218;26,5;30;70;;17642,95;0;17642,94955;;8171,06788;21,62880033;18282,53204
MOEX,MDMG:TQBR;60;20210203;160000;469,4;;;;;;469,5357143;0,308530147;0;;0,739837398;42,52336449;30;70;;0,00;37,58617287;17642,94955;;6861,787891;24,4180632;18323,62676
MOEX,MDMG:TQBR;60;20210203;170000;469;;;;;;469,25;0,308530147;0;;1,281690141;56,17283951;30;70;;0,00;37,58617287;17627,91508;;6861,787891;24,4180632;18313,85953
MOEX,MDMG:TQBR;60;20210203;180000;468,05;;;;;;469,2571429;0,308530147;0;;0,444444444;30,76923077;30;70;;0,00;37,58617287;17592,20821;;6861,787891;24,4180632;18290,66237
MOEX,MDMG:TQBR;60;20210203;190000;468,35;;;;;;468,9428571;0,308530147;0;;0,488888889;32,8358209;30;70;;0,00;37,58617287;17603,48406;;6861,787891;24,4180632;18297,98779
MOEX,MDMG:TQBR;60;20210204;110000;466,3;;;;;;468,3214286;0,308530147;0;;0,396396396;28,38709677;30;70;;0,00;37,58617287;17526,43241;;6861,787891;24,4180632;18247,93076
MOEX,MDMG:TQBR;60;20210204;120000;465,1;;;;;;467,6714286;0,308530147;0;;0,47826087;32,35294118;30;70;;0,00;37,58617287;17481,329;;6589,66006;25,00315851;18218,62908
MOEX,MDMG:TQBR;60;20210204;130000;467,8;;;;;;467,7142857;0;144,330403;;0,652173913;39,47368421;30;70;;0,00;37,58617287;17582,81167;;6589,66006;25,00315851;18286,13761
MOEX,MDMG:TQBR;60;20210204;140000;467,7;;;;;;467,4714286;0;144,330403;;0,697674419;41,09589041;30;70;;0,00;37,58617287;17579,05305;;6589,66006;25,00315851;18283,6373
MOEX,MDMG:TQBR;60;20210204;150000;466,05;;;;;;467,05;0,309688666;0;;0,6;37,5;30;70;;0,00;37,58617287;17517,03587;;6589,66006;25,00315851;18242,38208
MOEX,MDMG:TQBR;60;20210204;160000;467,85;;;;;;467,0214286;0;144,8878426;;0,9;47,36842105;30;70;;0,00;37,58617287;17584,69098;;6589,66006;25,00315851;18287,38777
MOEX,MDMG:TQBR;60;20210204;170000;466,55;;;;;;466,7642857;0,310551586;0;;1,058823529;51,42857143;30;70;;0,00;37,58617287;17535,82895;;6589,66006;25,00315851;18254,88366
MOEX,MDMG:TQBR;60;20210204;180000;467,75;;;;;;466,9714286;0;145,2605045;;1,868852459;65,14285714;30;70;;0,00;37,58617287;17580,93236;;6589,66006;25,00315851;18284,88745
MOEX,MDMG:TQBR;60;20210204;190000;466,5;;;;;;467,1714286;0,311383718;0;;0,697674419;41,09589041;30;70;;0,00;37,58617287;17533,94964;;6589,66006;25,00315851;18253,63351
MOEX,MDMG:TQBR;60;20210205;110000;465,15;;;;;;466,7928571;0,311383718;0;;0,540540541;35,0877193;30;70;;0,00;37,58617287;17483,20831;;6589,66006;25,00315851;18219,87924
MOEX,MDMG:TQBR;60;20210205;120000;464,15;;;;;;466,2857143;0,311383718;0;;0,612244898;37,97468354;30;70;;0,00;37,58617287;17445,62214;;6589,66006;25,00315851;18194,87608
MOEX,MDMG:TQBR;60;20210205;130000;465,2;;;;;;466,1642857;0,311383718;0;;0,459183673;31,46853147;30;70;;0,00;37,58617287;17485,08762;;6589,66006;25,00315851;18221,1294
MOEX,MDMG:TQBR;60;20210205;140000;465;;;;;;465,7571429;0,311383718;0;;0,592105263;37,19008264;30;70;;0,00;37,58617287;17477,57039;;6589,66006;25,00315851;18216,12877
MOEX,MDMG:TQBR;60;20210205;150000;465;;;;;;465,5357143;0,311383718;0;;0,276315789;21,64948454;30;70;;0,00;37,58617287;17477,57039;;6589,66006;25,00315851;18216,12877
MOEX,MDMG:TQBR;60;20210205;160000;463,75;;;;;;464,9642857;0,311383718;0;;0,276315789;21,64948454;30;70;;0,00;37,58617287;17430,58767;;6589,66006;25,00315851;18184,87482
MOEX,MDMG:TQBR;60;20210205;170000;464,35;;;;;;464,6571429;0,311383718;0;;0,673469388;40,24390244;30;70;;0,00;37,58617287;17453,13937;;5364,35113;27,64192007;18199,87672
MOEX,MDMG:TQBR;60;20210205;180000;463,15;;;;;;464,3714286;0,311383718;0;;0,622641509;38,37209302;30;70;;0,00;37,58617287;17408,03597;;5364,35113;27,64192007;18166,70641
MOEX,MDMG:TQBR;60;20210205;190000;463;;;;;;464,2071429;0,311383718;0;;0,214285714;17,64705882;30;70;;0,00;37,58617287;17402,39804;;5364,35113;27,64192007;18162,56012
MOEX,MDMG:TQBR;60;20210208;110000;472,9;;;;;;465,3071429;0;147,2533603;;4,038461538;80,15267176;30;70;;0,00;37,58617287;17774,50115;;2011,330576;34,73225747;18436,21513
MOEX,MDMG:TQBR;60;20210208;120000;473,6;;;;;;466,5357143;0;147,2533603;;4,307692308;81,15942029;30;70;;0,00;37,58617287;17800,81147;;2011,330576;34,73225747;18460,52771
MOEX,MDMG:TQBR;60;20210208;130000;476,6;;;;;;468,1928571;0;147,2533603;;10,51851852;91,31832797;30;70;;0,00;37,58617287;17913,56999;;2011,330576;34,73225747;18564,72448
MOEX,MDMG:TQBR;60;20210208;140000;478,25;;;;;;470,2642857;0;147,2533603;;11,2962963;91,86746988;30;70;;0,00;37,58617287;17975,58718;;2011,330576;34,73225747;18622,03271
MOEX,MDMG:TQBR;60;20210208;150000;478,85;;;;;;472,3357143;0;147,2533603;;105,6666667;99,0625;30;70;;0,00;37,58617287;17998,13888;;2011,330576;34,73225747;18642,87206
MOEX,MDMG:TQBR;60;20210208;160000;481,55;;;;;;474,9642857;0;147,2533603;;123,6666667;99,19786096;30;70;;0,00;37,58617287;18099,62155;;2011,330576;34,73225747;18736,64916
MOEX,MDMG:TQBR;60;20210208;170000;481,05;;;;;;477,5428571;0;147,2533603;;17,3;94,53551913;30;70;;0,00;37,58617287;18080,82846;;2011,330576;34,73225747;18719,28303
MOEX,MDMG:TQBR;60;20210208;180000;481,45;;;;;;478,7642857;0;147,2533603;;16,7;94,35028249;30;70;;0,00;37,58617287;18095,86293;;2011,330576;34,73225747;18733,17593
MOEX,MDMG:TQBR;60;20210208;190000;486,1;;;;;;480,55;0;147,2533603;;20;95,23809524;30;70;;0,00;37,58617287;18270,63863;;2011,330576;34,73225747;18894,68093
MOEX,MDMG:TQBR;60;20210209;110000;484,7;;;;;;481,7071429;0;147,2533603;;4,394736842;81,46341463;30;70;;0,00;37,58617287;18218,01799;;2011,330576;34,73225747;18846,05577
MOEX,MDMG:TQBR;60;20210209;120000;488,7;;;;;;483,2;0;147,2533603;;6,184210526;86,08058608;30;70;;0,00;37,58617287;18368,36268;;2011,330576;34,73225747;18984,9848
MOEX,MDMG:TQBR;60;20210209;130000;495;;;;;;485,5071429;0;147,2533603;;8,078947368;88,98550725;30;70;;0,00;37,58617287;18605,15557;;2011,330576;34,73225747;19203,79802
MOEX,MDMG:TQBR;60;20210209;140000;491,85;;;;;;486,9785714;0;147,2533603;;3,373626374;77,13567839;30;70;;0,00;37,58617287;18486,75913;;2011,330576;34,73225747;19094,39141
MOEX,MDMG:TQBR;60;20210209;150000;493,9;;;;;;488,8142857;0;147,2533603;;3,736263736;78,8863109;30;70;;0,00;37,58617287;18563,81078;;2011,330576;34,73225747;19165,59254
MOEX,MDMG:TQBR;60;20210209;160000;492,2;;;;;;490,35;0;147,2533603;;1,976;66,39784946;30;70;;18499,91;0;18499,91429;;4146,260176;30,39473288;19106,5477
MOEX,MDMG:TQBR;60;20210209;170000;499,85;;;;;;492,3142857;0;147,2533603;;4,12371134;80,48289738;30;70;;18499,91;0;18499,91429;;4146,260176;30,39473288;19339,06741
MOEX,MDMG:TQBR;60;20210209;180000;499,95;;;;;;494,4928571;0;147,2533603;;3,319587629;76,849642;30;70;;18499,91;0;18499,91429;;4146,260176;30,39473288;19342,10688
MOEX,MDMG:TQBR;60;20210209;190000;499,95;;;;;;496,1;0;147,2533603;;2,020618557;66,89419795;30;70;;18499,91;0;18499,91429;;5659,074193;27,36880226;19342,10688
MOEX,MDMG:TQBR;60;20210210;110000;491,2;;;;;;495,5571429;0,2997829;0;;0,937799043;48,39506173;30;70;;18499,91;0;18499,91429;;5659,074193;27,36880226;19102,62986
MOEX,MDMG:TQBR;60;20210210;120000;498,15;;;;;;496,4571429;0;149,3368514;;1,406698565;58,44930417;30;70;;18499,91;0;18499,91429;;5659,074193;27,36880226;19292,84304
MOEX,MDMG:TQBR;60;20210210;130000;497,5;;;;;;496,9714286;0;149,3368514;;1,563829787;60,99585062;30;70;;18499,91;0;18499,91429;;5659,074193;27,36880226;19275,05332
MOEX,MDMG:TQBR;60;20210210;140000;498,4;;;;;;497,8571429;0;149,3368514;;0,845744681;45,82132565;30;70;;18499,91;0;18499,91429;;5659,074193;27,36880226;19299,68524
MOEX,MDMG:TQBR;60;20210210;150000;498,35;;;;;;497,6428571;0;149,3368514;;0,830687831;45,37572254;30;70;;18499,91;0;18499,91429;;5659,074193;27,36880226;19298,3168
MOEX,MDMG:TQBR;60;20210210;160000;496,75;;;;;;497,1857143;0,300627783;0;;0,71040724;41,53439153;30;70;;18499,91;0;18499,91429;;5659,074193;27,36880226;19254,52671
MOEX,MDMG:TQBR;60;20210210;170000;497,85;;;;;;496,8857143;0;149,667542;;3,891304348;79,55555556;30;70;;18499,91;0;18499,91429;;5659,074193;27,36880226;19284,6324
MOEX,MDMG:TQBR;60;20210210;180000;495,95;;;;;;497,5642857;0,301779498;0;;0,476190476;32,25806452;30;70;;18499,91;0;18499,91429;;12079,02632;14,42404546;19232,63167
MOEX,MDMG:TQBR;60;20210210;190000;498,1;;;;;;497,5571429;0;150,3163679;;1,169014085;53,8961039;30;70;;18499,91;0;18499,91429;;12079,02632;14,42404546;19263,64337
MOEX,MDMG:TQBR;60;20210211;110000;489;;;;;;496,3428571;0,307395435;0;;0,256916996;20,44025157;30;70;;18499,91;0;18499,91429;;12079,02632;14,42404546;19132,38456
MOEX,MDMG:TQBR;60;20210211;120000;493,8;;;;;;495,6857143;0,307395435;0;;0,638888889;38,98305085;30;70;;0,00;37,46438697;18499,91429;;9839,236719;18,95986888;19201,61997
MOEX,MDMG:TQBR;60;20210211;130000;496,25;;;;;;495,3857143;0;152,5449848;;0,954545455;48,8372093;30;70;;0,00;37,46438697;18591,70204;;9839,236719;18,95986888;19248,07165
MOEX,MDMG:TQBR;60;20210211;140000;497,85;;;;;;495,5428571;0;152,5449848;;1;50;30;70;;0,00;37,46438697;18651,64505;;9839,236719;18,95986888;19278,40744
MOEX,MDMG:TQBR;60;20210211;150000;497,95;;;;;;495,5571429;0;152,5449848;;1,21978022;54,95049505;30;70;;0,00;37,46438697;18655,39149;;9839,236719;18,95986888;19280,30343
MOEX,MDMG:TQBR;60;20210211;160000;497,15;;;;;;495,7285714;0;152,5449848;;0,904040404;47,4801061;30;70;;0,00;37,46438697;18625,41998;;9839,236719;18,95986888;19265,13553
MOEX,MDMG:TQBR;60;20210211;170000;496;;;;;;495,4285714;0;152,5449848;;4,58974359;82,11009174;30;70;;0,00;37,46438697;18582,33594;;9839,236719;18,95986888;19243,33169
MOEX,MDMG:TQBR;60;20210211;180000;495,35;;;;;;496,3357143;0,307953941;0;;1,596153846;61,48148148;30;70;;18557,98;0;18557,98409;;11776,62857;15,04871143;19231,00777
MOEX,MDMG:TQBR;60;20210211;190000;497;;;;;;496,7928571;0;153,0531088;;1,288461538;56,30252101;30;70;;18557,98;0;18557,98409;;11776,62857;15,04871143;19255,83814
MOEX,MDMG:TQBR;60;20210212;110000;493,75;;;;;;496,4357143;0,30998098;0;;0,299145299;23,02631579;30;70;;18557,98;0;18557,98409;;11776,62857;15,04871143;19206,92983
MOEX,MDMG:TQBR;60;20210212;120000;494,9;;;;;;496,0142857;0,30998098;0;;0,478632479;32,3699422;30;70;;0,00;37,49845239;18557,98409;;10676,26439;17,27211853;19224,23585
MOEX,MDMG:TQBR;60;20210212;130000;498,35;;;;;;496,0714286;0;154,4790213;;1,237623762;55,30973451;30;70;;0,00;37,49845239;18687,35375;;10676,26439;17,27211853;19283,82466
MOEX,MDMG:TQBR;60;20210212;140000;497,6;;;;;;496,1357143;0;154,4790213;;1,344086022;57,33944954;30;70;;0,00;37,49845239;18659,22991;;10676,26439;17,27211853;19270,87057
MOEX,MDMG:TQBR;60;20210212;150000;497;;;;;;496,2785714;0;154,4790213;;1,358695652;57,60368664;30;70;;0,00;37,49845239;18636,73084;;10676,26439;17,27211853;19260,5073
MOEX,MDMG:TQBR;60;20210212;160000;497,3;;;;;;496,5571429;0;154,4790213;;1,065217391;51,57894737;30;70;;0,00;37,49845239;18647,98037;;10676,26439;17,27211853;19265,68894
MOEX,MDMG:TQBR;60;20210212;170000;497,4;;;;;;496,6142857;0;154,4790213;;3,703703704;78,74015748;30;70;;0,00;37,49845239;18651,73022;;10676,26439;17,27211853;19267,41615
MOEX,MDMG:TQBR;60;20210212;180000;496,5;;;;;;497,0071429;0,311135995;0;;1,711111111;63,1147541;30;70;;18617,98;0;18617,98161;;12016,23755;14,57328034;19251,87124
MOEX,MDMG:TQBR;60;20210212;190000;492,35;;;;;;496,6428571;0,311135995;0;;0,0625;5,882352941;30;70;;18617,98;0;18617,98161;;12016,23755;14,57328034;19191,39213
MOEX,MDMG:TQBR;60;20210215;110000;495,35;;;;;;496,2142857;0,311135995;0;;0,601769912;37,56906077;30;70;;0,00;37,58550845;18617,98161;;8208,687467;22,25986575;19235,11197
MOEX,MDMG:TQBR;60;20210215;120000;493,3;;;;;;495,6;0,311135995;0;;0,478873239;32,38095238;30;70;;0,00;37,58550845;18540,93132;;8208,687467;22,25986575;19189,47924
MOEX,MDMG:TQBR;60;20210215;130000;491,8;;;;;;494,8571429;0,311135995;0;;0,360465116;26,4957265;30;70;;0,00;37,58550845;18484,55306;;8208,687467;22,25986575;19156,08944
MOEX,MDMG:TQBR;60;20210215;140000;493,35;;;;;;494,2928571;0,311135995;0;;0,529069767;34,60076046;30;70;;0,00;37,58550845;18542,81059;;7543,37056;23,60843555;19190,59224
MOEX,MDMG:TQBR;60;20210215;150000;492,75;;;;;;493,6285714;0,311135995;0;;0,548192771;35,40856031;30;70;;0,00;37,58550845;18520,25929;;7543,37056;23,60843555;19176,42717
MOEX,MDMG:TQBR;60;20210215;160000;492,8;;;;;;493,1;0,311135995;0;;1,108433735;52,57142857;30;70;;0,00;37,58550845;18522,13856;;7543,37056;23,60843555;19177,6076
MOEX,MDMG:TQBR;60;20210215;170000;491,55;;;;;;492,9857143;0,311135995;0;;0,296296296;22,85714286;30;70;;0,00;37,58550845;18475,15668;;7543,37056;23,60843555;19148,09705
MOEX,MDMG:TQBR;60;20210215;180000;491,4;;;;;;492,4214286;0,311135995;0;;0,457142857;31,37254902;30;70;;0,00;37,58550845;18469,51885;;6901,021918;24,91561634;19144,55579
MOEX,MDMG:TQBR;60;20210215;190000;492,2;;;;;;492,2642857;0,311135995;0;;1,2;54,54545455;30;70;;0,00;37,58550845;18499,58726;;6901,021918;24,91561634;19164,48828
MOEX,MDMG:TQBR;60;20210216;110000;492,85;;;;;;492,4142857;0;153,3433749;;0,75;42,85714286;30;70;;0,00;37,58550845;18524,01784;;6901,021918;24,91561634;19180,68343
MOEX,MDMG:TQBR;60;20210216;120000;493,15;;;;;;492,3857143;0;153,3433749;;1,285714286;56,25;30;70;;0,00;37,58550845;18535,29349;;6901,021918;24,91561634;19188,15812
MOEX,MDMG:TQBR;60;20210216;130000;493,25;;;;;;492,4571429;0;153,3433749;;1,321428571;56,92307692;30;70;;0,00;37,58550845;18539,05204;;6901,021918;24,91561634;19190,64968
MOEX,MDMG:TQBR;60;20210216;140000;492,8;;;;;;492,4571429;0;153,3433749;;3,083333333;75,51020408;30;70;;0,00;37,58550845;18522,13856;;6901,021918;24,91561634;19179,43765
MOEX,MDMG:TQBR;60;20210216;150000;491,55;;;;;;492,4571429;0,311958854;0;;1,088235294;52,11267606;30;70;;18475,16;0;18475,15668;;9766,580632;19,08597802;19148,29313
MOEX,MDMG:TQBR;60;20210216;160000;492,55;;;;;;492,6214286;0,311958854;0;;1,205882353;54,66666667;30;70;;18475,16;0;18475,15668;;9766,580632;19,08597802;19167,37911
