<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;;;;;;;129;8;;;;;;;;39;20065,54785
MOEX,MDMG:TQBR;60;20210126;170000;490,9;;;;;;492,19375;0,296213411;0;;0,153465347;13,30472103;30;70;;19053,76;0;19053,76053
MOEX,MDMG:TQBR;60;20210126;180000;490,1;;;;;;491,025;0,296213411;0;;0,203947368;16,93989071;30;70;;19053,76;0;19053,76053
MOEX,MDMG:TQBR;60;20210126;190000;489,5;;;;;;490,19375;0,296213411;0;;0,484375;32,63157895;30;70;;0,00;38,92494491;19053,76053
MOEX,MDMG:TQBR;60;20210127;110000;486,95;;;;;;489,66875;0,296213411;0;;0,336956522;25,20325203;30;70;;0,00;38,92494491;18954,50192
MOEX,MDMG:TQBR;60;20210127;120000;487,9;;;;;;489,40625;0,296213411;0;;0,632911392;38,75968992;30;70;;0,00;38,92494491;18991,48062
MOEX,MDMG:TQBR;60;20210127;130000;488,05;;;;;;489,24375;0,296213411;0;;0,46835443;31,89655172;30;70;;0,00;38,92494491;18997,31936
MOEX,MDMG:TQBR;60;20210127;140000;487,85;;;;;;488,95625;0,296213411;0;;0,385542169;27,82608696;30;70;;0,00;38,92494491;18989,53437
MOEX,MDMG:TQBR;60;20210127;150000;488,5;;;;;;488,71875;0,296213411;0;;0,421686747;29,66101695;30;70;;0,00;38,92494491;19014,83559
MOEX,MDMG:TQBR;60;20210127;160000;489,65;;;;;;488,5625;0;145,0408967;;0,865671642;46,4;30;70;;0,00;38,92494491;19059,59928
MOEX,MDMG:TQBR;60;20210127;170000;489,45;;;;;;488,48125;0;145,0408967;;0,983050847;49,57264957;30;70;;0,00;38,92494491;19051,81429
MOEX,MDMG:TQBR;60;20210127;180000;488,5;;;;;;488,35625;0;145,0408967;;2,148148148;68,23529412;30;70;;0,00;38,92494491;19014,83559
MOEX,MDMG:TQBR;60;20210127;190000;487,65;;;;;;488,44375;0,297428272;0;;0,886363636;46,98795181;30;70;;0,00;38,92494491;18981,74939
MOEX,MDMG:TQBR;60;20210128;110000;490,8;;;;;;488,80625;0;145,9777958;;2,25;69,23076923;30;70;;0,00;38,92494491;19104,36296
MOEX,MDMG:TQBR;60;20210128;120000;491,6;;;;;;489,25;0;145,9777958;;2,875;74,19354839;30;70;;0,00;38,92494491;19135,50292
MOEX,MDMG:TQBR;60;20210128;130000;488,1;;;;;;489,28125;0,299073542;0;;0,927272727;48,11320755;30;70;;18999,27;0;18999,26561
MOEX,MDMG:TQBR;60;20210128;140000;486,95;;;;;;489,0875;0,299073542;0;;0,593984962;37,26415094;30;70;;18999,27;0;18999,26561
MOEX,MDMG:TQBR;60;20210128;150000;487,5;;;;;;488,81875;0,299073542;0;;0,697674419;41,09589041;30;70;;18999,27;0;18999,26561
MOEX,MDMG:TQBR;60;20210128;160000;483,9;;;;;;488,125;0,299073542;0;;0,494505495;33,08823529;30;70;;18999,27;0;18999,26561
MOEX,MDMG:TQBR;60;20210128;170000;485,05;;;;;;487,69375;0,299073542;0;;0,684848485;40,64748201;30;70;;18999,27;0;18999,26561
MOEX,MDMG:TQBR;60;20210128;180000;485,5;;;;;;487,425;0,299073542;0;;0,357575758;26,33928571;30;70;;18999,27;0;18999,26561
MOEX,MDMG:TQBR;60;20210128;190000;485;;;;;;486,7;0,299073542;0;;0,245714286;19,72477064;30;70;;18999,27;0;18999,26561
MOEX,MDMG:TQBR;60;20210129;110000;485,5;;;;;;485,9375;0,299073542;0;;0,504761905;33,5443038;30;70;;0,00;39,13339982;18999,26561
MOEX,MDMG:TQBR;60;20210129;120000;477,75;;;;;;484,64375;0,299073542;0;;0,223628692;18,27586207;30;70;;0,00;39,13339982;18695,98176
MOEX,MDMG:TQBR;60;20210129;130000;477,05;;;;;;483,40625;0,299073542;0;;0,167330677;14,33447099;30;70;;0,00;39,13339982;18668,58838
MOEX,MDMG:TQBR;60;20210129;140000;477,6;;;;;;482,16875;0,299073542;0;;0,296089385;22,84482759;30;70;;0,00;39,13339982;18690,11175
MOEX,MDMG:TQBR;60;20210129;150000;477,3;;;;;;481,34375;0,299073542;0;;0,162162162;13,95348837;30;70;;0,00;39,13339982;18678,37173
MOEX,MDMG:TQBR;60;20210129;160000;477;;;;;;480,3375;0,299073542;0;;0,109947644;9,905660377;30;70;;0,00;39,13339982;18666,63171
MOEX,MDMG:TQBR;60;20210129;170000;473,5;;;;;;478,8375;0,299073542;0;;0,083665339;7,720588235;30;70;;0,00;39,13339982;18529,66481
MOEX,MDMG:TQBR;60;20210129;180000;472;;;;;;477,2125;0,299073542;0;;0,039145907;3,767123288;30;70;;0,00;39,13339982;18470,96471
MOEX,MDMG:TQBR;60;20210129;190000;471,95;;;;;;475,51875;0,299073542;0;;0,086614173;7,971014493;30;70;;0,00;39,13339982;18469,00804
MOEX,MDMG:TQBR;60;20210201;110000;477,45;;;;;;475,48125;0;142,7926626;;1,07079646;51,70940171;30;70;;0,00;39,13339982;18684,24174
MOEX,MDMG:TQBR;60;20210201;120000;461,75;;;;;;473,56875;0,309242366;0;;0,257611241;20,48417132;30;70;;0,00;39,13339982;18069,84737
MOEX,MDMG:TQBR;60;20210201;130000;462;;;;;;471,61875;0,309242366;0;;0,273159145;21,45522388;30;70;;0,00;39,13339982;18079,63072
MOEX,MDMG:TQBR;60;20210201;140000;459;;;;;;469,33125;0,309242366;0;;0,242105263;19,49152542;30;70;;0,00;39,13339982;17962,23052
MOEX,MDMG:TQBR;60;20210201;150000;460,6;;;;;;467,28125;0,309242366;0;;0,362962963;26,63043478;30;70;;0,00;39,13339982;18024,84396
MOEX,MDMG:TQBR;60;20210201;160000;461,8;;;;;;465,81875;0,309242366;0;;0,456;31,31868132;30;70;;0,00;39,13339982;18071,80404
MOEX,MDMG:TQBR;60;20210201;170000;464,4;;;;;;464,86875;0,309242366;0;;0,596256684;37,35343384;30;70;;0,00;39,13339982;18173,55087
MOEX,MDMG:TQBR;60;20210201;180000;462,7;;;;;;463,7125;0,309242366;0;;0,276960784;21,6890595;30;70;;0,00;39,13339982;18107,02409
MOEX,MDMG:TQBR;60;20210201;190000;464;;;;;;462,03125;0;143,4884579;;1,478723404;59,65665236;30;70;;0,00;39,13339982;18157,89751
MOEX,MDMG:TQBR;60;20210202;110000;462,95;;;;;;462,18125;0;143,4884579;;1,165217391;53,81526104;30;70;;0,00;39,13339982;18116,80744
MOEX,MDMG:TQBR;60;20210202;120000;463,8;;;;;;462,40625;0;143,4884579;;2,745454545;73,30097087;30;70;;0,00;39,13339982;18150,07083
MOEX,MDMG:TQBR;60;20210202;130000;466;;;;;;463,28125;0;143,4884579;;2,963636364;74,7706422;30;70;;0,00;39,13339982;18236,16431
MOEX,MDMG:TQBR;60;20210202;140000;468,2;;;;;;464,23125;0;143,4884579;;3,327272727;76,8907563;30;70;;0,00;39,13339982;18322,25779
MOEX,MDMG:TQBR;60;20210202;150000;469,05;;;;;;465,1375;0;143,4884579;;2,690909091;72,90640394;30;70;;0,00;39,13339982;18355,52118
MOEX,MDMG:TQBR;60;20210202;160000;470,2;;;;;;465,8625;0;143,4884579;;8,142857143;89,0625;30;70;;0,00;39,13339982;18400,52459
MOEX,MDMG:TQBR;60;20210202;170000;470,65;;;;;;466,85625;0;143,4884579;;7,333333333;88;30;70;;0,00;39,13339982;18418,13462
MOEX,MDMG:TQBR;60;20210202;180000;472,2;;;;;;467,88125;0;143,4884579;;;;30;70;;18478,79;0;18478,79139
MOEX,MDMG:TQBR;60;20210202;190000;471;;;;;;468,8875;0;143,4884579;;7;87,5;30;70;;0,00;39,23310275;18478,79139
MOEX,MDMG:TQBR;60;20210203;110000;468;;;;;;469,4125;0,306599269;0;;1,476190476;59,61538462;30;70;;18361,09;0;18361,09208
MOEX,MDMG:TQBR;60;20210203;120000;470,55;;;;;;469,98125;0;144,270286;;1,55952381;60,93023256;30;70;;18361,09;0;18361,09208
MOEX,MDMG:TQBR;60;20210203;130000;470,65;;;;;;470,2875;0;144,270286;;1,380952381;58;30;70;;18361,09;0;18361,09208
MOEX,MDMG:TQBR;60;20210203;140000;469,65;;;;;;470,3625;0,307186811;0;;0,894230769;47,20812183;30;70;;18361,09;0;18361,09208
MOEX,MDMG:TQBR;60;20210203;150000;467,5;;;;;;470,025;0,307186811;0;;0,571428571;36,36363636;30;70;;18361,09;0;18361,09208
MOEX,MDMG:TQBR;60;20210203;160000;469,4;;;;;;469,86875;0,307186811;0;;0,619047619;38,23529412;30;70;;18361,09;0;18361,09208
MOEX,MDMG:TQBR;60;20210203;170000;469;;;;;;469,46875;0,307186811;0;;0,694656489;40,99099099;30;70;;18361,09;0;18361,09208
MOEX,MDMG:TQBR;60;20210203;180000;468,05;;;;;;469,1;0,307186811;0;;1,011111111;50,27624309;30;70;;18361,09;0;18361,09208
MOEX,MDMG:TQBR;60;20210203;190000;468,35;;;;;;469,14375;0,307186811;0;;0,511111111;33,82352941;30;70;;18361,09;0;18361,09208
MOEX,MDMG:TQBR;60;20210204;110000;466,3;;;;;;468,6125;0,307186811;0;;0,335877863;25,14285714;30;70;;18361,09;0;18361,09208
MOEX,MDMG:TQBR;60;20210204;120000;465,1;;;;;;467,91875;0,307186811;0;;0,325925926;24,58100559;30;70;;18361,09;0;18361,09208
MOEX,MDMG:TQBR;60;20210204;130000;467,8;;;;;;467,6875;0;143,7019904;;1,065217391;51,57894737;30;70;;0,00;39,2498762;18361,09208
MOEX,MDMG:TQBR;60;20210204;140000;467,7;;;;;;467,7125;0,307252492;0;;0,638297872;38,96103896;30;70;;0,00;39,2498762;18357,1671
MOEX,MDMG:TQBR;60;20210204;150000;466,05;;;;;;467,29375;0,307252492;0;;0,504201681;33,51955307;30;70;;0,00;39,2498762;18292,4048
MOEX,MDMG:TQBR;60;20210204;160000;467,85;;;;;;467,15;0;143,7480783;;0,96;48,97959184;30;70;;0,00;39,2498762;18363,05458
MOEX,MDMG:TQBR;60;20210204;170000;466,55;;;;;;466,9625;0,308108623;0;;0,714285714;41,66666667;30;70;;0,00;39,2498762;18312,02974
MOEX,MDMG:TQBR;60;20210204;180000;467,75;;;;;;466,8875;0;144,1178086;;1,341176471;57,28643216;30;70;;0,00;39,2498762;18359,12959
MOEX,MDMG:TQBR;60;20210204;190000;466,5;;;;;;466,9125;0,308934209;0;;1,325581395;57;30;70;;0,00;39,2498762;18310,06725
MOEX,MDMG:TQBR;60;20210205;110000;465,15;;;;;;466,91875;0,308934209;0;;0,530973451;34,68208092;30;70;;0,00;39,2498762;18257,07991
MOEX,MDMG:TQBR;60;20210205;120000;464,15;;;;;;466,4625;0,308934209;0;;0,458015267;31,41361257;30;70;;0,00;39,2498762;18217,83004
MOEX,MDMG:TQBR;60;20210205;130000;465,2;;;;;;466,15;0,308934209;0;;0,826530612;45,25139665;30;70;;0,00;39,2498762;18259,04241
MOEX,MDMG:TQBR;60;20210205;140000;465;;;;;;466,01875;0,308934209;0;;0,441176471;30,6122449;30;70;;0,00;39,2498762;18251,19243
MOEX,MDMG:TQBR;60;20210205;150000;465;;;;;;465,6625;0,308934209;0;;0,592105263;37,19008264;30;70;;0,00;39,2498762;18251,19243
MOEX,MDMG:TQBR;60;20210205;160000;463,75;;;;;;465,3125;0,308934209;0;;0,207920792;17,21311475;30;70;;0,00;39,2498762;18202,13009
MOEX,MDMG:TQBR;60;20210205;170000;464,35;;;;;;464,8875;0,308934209;0;;0,434210526;30,27522936;30;70;;0,00;39,2498762;18225,68001
MOEX,MDMG:TQBR;60;20210205;180000;463,15;;;;;;464,46875;0,308934209;0;;0,452054795;31,13207547;30;70;;0,00;39,2498762;18178,58016
MOEX,MDMG:TQBR;60;20210205;190000;463;;;;;;464,2;0,308934209;0;;0,589285714;37,07865169;30;70;;0,00;39,2498762;18172,69268
MOEX,MDMG:TQBR;60;20210208;110000;472,9;;;;;;465,29375;0;146,0949876;;3,75;78,94736842;30;70;;0,00;39,2498762;18561,26645
MOEX,MDMG:TQBR;60;20210208;120000;473,6;;;;;;466,34375;0;146,0949876;;4,307692308;81,15942029;30;70;;0,00;39,2498762;18588,74137
MOEX,MDMG:TQBR;60;20210208;130000;476,6;;;;;;467,79375;0;146,0949876;;5,461538462;84,52380952;30;70;;0,00;39,2498762;18706,491
MOEX,MDMG:TQBR;60;20210208;140000;478,25;;;;;;469,45;0;146,0949876;;11,74074074;92,15116279;30;70;;0,00;39,2498762;18771,25329
MOEX,MDMG:TQBR;60;20210208;150000;478,85;;;;;;471,3375;0;146,0949876;;11,74074074;92,15116279;30;70;;0,00;39,2498762;18794,80322
MOEX,MDMG:TQBR;60;20210208;160000;481,55;;;;;;473,4875;0;146,0949876;;123,6666667;99,19786096;30;70;;0,00;39,2498762;18900,77788
MOEX,MDMG:TQBR;60;20210208;170000;481,05;;;;;;475,725;0;146,0949876;;37,1;97,37532808;30;70;;0,00;39,2498762;18881,15294
MOEX,MDMG:TQBR;60;20210208;180000;481,45;;;;;;478,03125;0;146,0949876;;18,1;94,76439791;30;70;;0,00;39,2498762;18896,8529
MOEX,MDMG:TQBR;60;20210208;190000;486,1;;;;;;479,68125;0;146,0949876;;26;96,2962963;30;70;;0,00;39,2498762;19079,36482
MOEX,MDMG:TQBR;60;20210209;110000;484,7;;;;;;481,06875;0;146,0949876;;5,263157895;84,03361345;30;70;;0,00;39,2498762;19024,41499
MOEX,MDMG:TQBR;60;20210209;120000;488,7;;;;;;482,58125;0;146,0949876;;6,5;86,66666667;30;70;;0,00;39,2498762;19181,4145
MOEX,MDMG:TQBR;60;20210209;130000;495;;;;;;484,675;0;146,0949876;;9,5;90,47619048;30;70;;0,00;39,2498762;19428,68872
MOEX,MDMG:TQBR;60;20210209;140000;491,85;;;;;;486,3;0;146,0949876;;3,03960396;75,24509804;30;70;;0,00;39,2498762;19305,05161
MOEX,MDMG:TQBR;60;20210209;150000;493,9;;;;;;487,84375;0;146,0949876;;3,824175824;79,27107062;30;70;;0,00;39,2498762;19385,51385
MOEX,MDMG:TQBR;60;20210209;160000;492,2;;;;;;489,2375;0;146,0949876;;2,72;73,11827957;30;70;;0,00;39,2498762;19318,78906
MOEX,MDMG:TQBR;60;20210209;170000;499,85;;;;;;491,5375;0;146,0949876;;3,2;76,19047619;30;70;;0,00;39,2498762;19619,05062
MOEX,MDMG:TQBR;60;20210209;180000;499,95;;;;;;493,26875;0;146,0949876;;4,144329897;80,56112224;30;70;;0,00;39,2498762;19622,9756
MOEX,MDMG:TQBR;60;20210209;190000;499,95;;;;;;495,175;0;146,0949876;;3,319587629;76,849642;30;70;;0,00;39,2498762;19622,9756
MOEX,MDMG:TQBR;60;20210210;110000;491,2;;;;;;495,4875;0,297424649;0;;0,720588235;41,88034188;30;70;;19279,54;0;19279,53919
MOEX,MDMG:TQBR;60;20210210;120000;498,15;;;;;;495,88125;0;148,1620889;;1,602870813;61,58088235;30;70;;19279,54;0;19279,53919
MOEX,MDMG:TQBR;60;20210210;130000;497,5;;;;;;496,5875;0;148,1620889;;1,324324324;56,97674419;30;70;;19279,54;0;19279,53919
MOEX,MDMG:TQBR;60;20210210;140000;498,4;;;;;;497,15;0;148,1620889;;1,659574468;62,4;30;70;;19279,54;0;19279,53919
MOEX,MDMG:TQBR;60;20210210;150000;498,35;;;;;;497,91875;0;148,1620889;;0,841269841;45,68965517;30;70;;19279,54;0;19279,53919
MOEX,MDMG:TQBR;60;20210210;160000;496,75;;;;;;497,53125;0,298262887;0;;0,71040724;41,53439153;30;70;;19279,54;0;19279,53919
MOEX,MDMG:TQBR;60;20210210;170000;497,85;;;;;;497,26875;0;148,4901781;;0,809954751;44,75;30;70;;19279,54;0;19279,53919
MOEX,MDMG:TQBR;60;20210210;180000;495,95;;;;;;496,76875;0,299405541;0;;2,130952381;68,0608365;30;70;;19279,54;0;19279,53919
MOEX,MDMG:TQBR;60;20210210;190000;498,1;;;;;;497,63125;0;149,1339;;0,988095238;49,7005988;30;70;;19279,54;0;19279,53919
MOEX,MDMG:TQBR;60;20210211;110000;489;;;;;;496,4875;0,304977301;0;;0,328063241;24,70238095;30;70;;19279,54;0;19279,53919
MOEX,MDMG:TQBR;60;20210211;120000;493,8;;;;;;496,025;0,304977301;0;;0,636363636;38,88888889;30;70;;0,00;39,04321423;19279,53919
MOEX,MDMG:TQBR;60;20210211;130000;496,25;;;;;;495,75625;0;151,3449854;;0,833333333;45,45454545;30;70;;0,00;39,04321423;19375,19506
MOEX,MDMG:TQBR;60;20210211;140000;497,85;;;;;;495,69375;0;151,3449854;;1,1;52,38095238;30;70;;0,00;39,04321423;19437,66421
MOEX,MDMG:TQBR;60;20210211;150000;497,95;;;;;;495,84375;0;151,3449854;;1,009090909;50,22624434;30;70;;0,00;39,04321423;19441,56853
MOEX,MDMG:TQBR;60;20210211;160000;497,15;;;;;;495,75625;0;151,3449854;;1,121212121;52,85714286;30;70;;0,00;39,04321423;19410,33396
MOEX,MDMG:TQBR;60;20210211;170000;496;;;;;;495,7625;0;151,3449854;;0,809954751;44,75;30;70;;0,00;39,04321423;19365,43426
MOEX,MDMG:TQBR;60;20210211;180000;495,35;;;;;;495,41875;0,305531413;0;;3,442307692;77,48917749;30;70;;0,00;39,04321423;19340,05617
MOEX,MDMG:TQBR;60;20210211;190000;497;;;;;;496,41875;0;151,8491122;;2,230769231;69,04761905;30;70;;19404,48;0;19404,47747
MOEX,MDMG:TQBR;60;20210212;110000;493,75;;;;;;496,4125;0,307542506;0;;0,572649573;36,41304348;30;70;;19404,48;0;19404,47747
MOEX,MDMG:TQBR;60;20210212;120000;494,9;;;;;;496,24375;0,307542506;0;;0,495726496;33,14285714;30;70;;19404,48;0;19404,47747
MOEX,MDMG:TQBR;60;20210212;130000;498,35;;;;;;496,30625;0;153,2638078;;1,068376068;51,65289256;30;70;;19404,48;0;19404,47747
MOEX,MDMG:TQBR;60;20210212;140000;497,6;;;;;;496,2625;0;153,2638078;;1,077586207;51,86721992;30;70;;19404,48;0;19404,47747
MOEX,MDMG:TQBR;60;20210212;150000;497;;;;;;496,24375;0;153,2638078;;1,19047619;54,34782609;30;70;;19404,48;0;19404,47747
MOEX,MDMG:TQBR;60;20210212;160000;497,3;;;;;;496,40625;0;153,2638078;;1,423913043;58,74439462;30;70;;19404,48;0;19404,47747
MOEX,MDMG:TQBR;60;20210212;170000;497,4;;;;;;496,6625;0;153,2638078;;1,086956522;52,08333333;30;70;;19404,48;0;19404,47747
MOEX,MDMG:TQBR;60;20210212;180000;496,5;;;;;;496,6;0,308688435;0;;2,222222222;68,96551724;30;70;;19404,48;0;19404,47747
MOEX,MDMG:TQBR;60;20210212;190000;492,35;;;;;;496,425;0,308688435;0;;0,6015625;37,56097561;30;70;;19404,48;0;19404,47747
MOEX,MDMG:TQBR;60;20210215;110000;495,35;;;;;;496,48125;0,308688435;0;;0,53125;34,69387755;30;70;;19404,48;0;19404,47747
MOEX,MDMG:TQBR;60;20210215;120000;493,3;;;;;;495,85;0,308688435;0;;0,441558442;30,63063063;30;70;;19404,48;0;19404,47747
MOEX,MDMG:TQBR;60;20210215;130000;491,8;;;;;;495,125;0,308688435;0;;0,395348837;28,33333333;30;70;;19404,48;0;19404,47747
MOEX,MDMG:TQBR;60;20210215;140000;493,35;;;;;;494,66875;0,308688435;0;;0,540697674;35,09433962;30;70;;0,00;39,3320715;19404,47747
MOEX,MDMG:TQBR;60;20210215;150000;492,75;;;;;;494,1;0,308688435;0;;0,494565217;33,09090909;30;70;;0,00;39,3320715;19380,87823
MOEX,MDMG:TQBR;60;20210215;160000;492,8;;;;;;493,525;0,308688435;0;;0,554216867;35,65891473;30;70;;0,00;39,3320715;19382,84483
MOEX,MDMG:TQBR;60;20210215;170000;491,55;;;;;;492,90625;0,308688435;0;;0,851851852;46;30;70;;0,00;39,3320715;19333,67974
MOEX,MDMG:TQBR;60;20210215;180000;491,4;;;;;;492,7875;0,308688435;0;;0,288288288;22,37762238;30;70;;0,00;39,3320715;19327,77993
MOEX,MDMG:TQBR;60;20210215;190000;492,2;;;;;;492,39375;0,308688435;0;;0,685714286;40,6779661;30;70;;0,00;39,3320715;19359,24559
MOEX,MDMG:TQBR;60;20210216;110000;492,85;;;;;;492,3375;0;152,137095;;1,525;60,3960396;30;70;;0,00;39,3320715;19384,81144
MOEX,MDMG:TQBR;60;20210216;120000;493,15;;;;;;492,50625;0;152,137095;;0,9;47,36842105;30;70;;0,00;39,3320715;19396,61106
MOEX,MDMG:TQBR;60;20210216;130000;493,25;;;;;;492,49375;0;152,137095;;1,357142857;57,57575758;30;70;;0,00;39,3320715;19400,54427
MOEX,MDMG:TQBR;60;20210216;140000;492,8;;;;;;492,5;0;152,137095;;1;50;30;70;;0,00;39,3320715;19382,84483
MOEX,MDMG:TQBR;60;20210216;150000;491,55;;;;;;492,34375;0,309504821;0;;1;50;30;70;;0,00;39,3320715;19333,67974
MOEX,MDMG:TQBR;60;20210216;160000;492,55;;;;;;492,46875;0;152,4465998;;1,676470588;62,63736264;30;70;;0,00;39,3320715;19373,01182
