<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;;;;;;;129;8;;;;;;;;39;20065,54785
MOEX,MDMG:TQBR;60;20210216;170000;493,55;;;;;;492,7375;0;152,4465998;;1,794117647;64,21052632;30;70;;0,00;39,3320715;19412,34389
MOEX,MDMG:TQBR;60;20210216;180000;495,9;;;;;;493,2;0;152,4465998;;2,794117647;73,64341085;30;70;;0,00;39,3320715;19504,77426
MOEX,MDMG:TQBR;60;20210216;190000;495,1;;;;;;493,48125;0;152,4465998;;1,78;64,02877698;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210217;110000;494,85;;;;;;493,69375;0;152,4465998;;1,581818182;61,26760563;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210217;120000;494;;;;;;493,7875;0;152,4465998;;1,380952381;58;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210217;130000;493,6;;;;;;493,8875;0,308846434;0;;1,891304348;65,41353383;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210217;140000;497,25;;;;;;494,6;0;153,5738893;;3,043478261;75,2688172;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210217;150000;500,05;;;;;;495,5375;0;153,5738893;;3,826086957;79,27927928;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210217;160000;502,4;;;;;;496,64375;0;153,5738893;;3,826086957;79,27927928;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210217;170000;504,8;;;;;;497,75625;0;153,5738893;;7,466666667;88,18897638;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210217;180000;504,25;;;;;;498,9;0;153,5738893;;6,222222222;86,15384615;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210217;190000;502;;;;;;499,79375;0;153,5738893;;3,5;77,77777778;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210218;110000;500,6;;;;;;500,61875;0,306779643;0;;2,666666667;72,72727273;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210218;120000;502,85;;;;;;501,775;0;154,2641435;;2,333333333;70;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210218;130000;503,7;;;;;;502,58125;0;154,2641435;;1,869047619;65,14522822;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210218;140000;505,65;;;;;;503,28125;0;154,2641435;;1,773809524;63,94849785;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210218;150000;504,5;;;;;;503,54375;0;154,2641435;;0,943925234;48,55769231;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210218;160000;505,9;;;;;;503,68125;0;154,2641435;;1,34375;57,33333333;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210218;170000;509,65;;;;;;504,35625;0;154,2641435;;4;80;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210218;180000;510;;;;;;505,35625;0;154,2641435;;9,173913043;90,17094017;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210218;190000;507;;;;;;506,15625;0;154,2641435;;2;66,66666667;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210219;110000;510,6;;;;;;507,125;0;154,2641435;;2,662650602;72,69736842;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210219;120000;510,25;;;;;;507,94375;0;154,2641435;;2,022222222;66,91176471;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210219;130000;512,95;;;;;;508,85625;0;154,2641435;;3,52238806;77,88778878;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210219;140000;512,7;;;;;;509,88125;0;154,2641435;;2,888888889;74,28571429;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210219;150000;509,35;;;;;;510,3125;0,302864717;0;;0,956834532;48,89705882;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210219;160000;508,95;;;;;;510,225;0,302864717;0;;0,857142857;46,15384615;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210219;170000;507;;;;;;509,85;0,302864717;0;;1;50;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210219;180000;506;;;;;;509,725;0,302864717;0;;0,369863014;27;30;70;;19473,31;0;19473,3086
MOEX,MDMG:TQBR;60;20210219;190000;510;;;;;;509,65;0;154,4610055;;0,964028777;49,08424908;30;70;;0,00;38,18295804;19473,3086
MOEX,MDMG:TQBR;60;20210220;110000;511;;;;;;509,74375;0;154,4610055;;0,71942446;41,84100418;30;70;;0,00;38,18295804;19511,49156
MOEX,MDMG:TQBR;60;20210220;120000;524,9;;;;;;511,2375;0;154,4610055;;2,820895522;73,828125;30;70;;0,00;38,18295804;20042,23467
MOEX,MDMG:TQBR;60;20210220;130000;529;;;;;;513,275;0;154,4610055;;6,865671642;87,28652751;30;70;;0,00;38,18295804;20198,7848
MOEX,MDMG:TQBR;60;20210220;140000;531;;;;;;515,98125;0;154,4610055;;8,474576271;89,44543828;30;70;;0,00;38,18295804;20275,15072
MOEX,MDMG:TQBR;60;20210220;150000;537;;;;;;519,4875;0;154,4610055;;31;96,875;30;70;;0,00;38,18295804;20504,24847
MOEX,MDMG:TQBR;60;20210220;160000;541,6;;;;;;523,8125;0;154,4610055;;;;30;70;;20679,89;0;20679,89007
MOEX,MDMG:TQBR;60;20210220;170000;540;;;;;;528,0625;0;154,4610055;;19,75;95,18072289;30;70;;0,00;38,29609273;20679,89007
MOEX,MDMG:TQBR;60;20210220;180000;542,6;;;;;;532,1375;0;154,4610055;;20,75;95,40229885;30;70;;0,00;38,29609273;20779,45991
MOEX,MDMG:TQBR;60;20210220;190000;537,05;;;;;;535,39375;0;154,4610055;;2,699300699;72,96786389;30;70;;0,00;38,29609273;20566,9166
MOEX,MDMG:TQBR;60;20210222;110000;559;;;;;;539,65625;0;154,4610055;;5,195804196;83,86004515;30;70;;0,00;38,29609273;21407,51583
MOEX,MDMG:TQBR;60;20210222;120000;553,7;;;;;;542,74375;0;154,4610055;;2,823293173;73,84453782;30;70;;0,00;38,29609273;21204,54654
MOEX,MDMG:TQBR;60;20210222;130000;560;;;;;;546,36875;0;154,4610055;;2,847389558;74,00835073;30;70;;0,00;38,29609273;21445,81193
MOEX,MDMG:TQBR;60;20210222;140000;559,65;;;;;;549,2;0;154,4610055;;2,41015625;70,67583047;30;70;;0,00;38,29609273;21432,40829
MOEX,MDMG:TQBR;60;20210222;150000;555,55;;;;;;550,94375;0;154,4610055;;2,016339869;66,84723727;30;70;;21275,39;0;21275,39431
MOEX,MDMG:TQBR;60;20210222;160000;558;;;;;;553,19375;0;154,4610055;;2,006535948;66,73913043;30;70;;21275,39;0;21275,39431
MOEX,MDMG:TQBR;60;20210222;170000;559,8;;;;;;555,34375;0;154,4610055;;3,333333333;76,92307692;30;70;;21275,39;0;21275,39431
MOEX,MDMG:TQBR;60;20210222;180000;556,85;;;;;;557,81875;0,277383506;0;;0,830708661;45,37634409;30;70;;21275,39;0;21275,39431
MOEX,MDMG:TQBR;60;20210222;190000;543,95;;;;;;555,9375;0,277383506;0;;0,519704433;34,19773096;30;70;;21275,39;0;21275,39431
MOEX,MDMG:TQBR;60;20210224;110000;548;;;;;;555,225;0,277383506;0;;0,408866995;29,02097902;30;70;;21275,39;0;21275,39431
MOEX,MDMG:TQBR;60;20210224;120000;537,05;;;;;;552,35625;0,277383506;0;;0,268608414;21,17346939;30;70;;21275,39;0;21275,39431
MOEX,MDMG:TQBR;60;20210224;130000;526,95;;;;;;548,26875;0,277383506;0;;0,224932249;18,36283186;30;70;;21275,39;0;21275,39431
MOEX,MDMG:TQBR;60;20210224;140000;529,05;;;;;;544,95625;0,277383506;0;;0,215447154;17,72575251;30;70;;21275,39;0;21275,39431
MOEX,MDMG:TQBR;60;20210224;150000;528,7;;;;;;541,29375;0,277383506;0;;0,165100671;14,17050691;30;70;;21275,39;0;21275,39431
MOEX,MDMG:TQBR;60;20210224;160000;527,45;;;;;;537,25;0,277383506;0;;0,172995781;14,74820144;30;70;;21275,39;0;21275,39431
MOEX,MDMG:TQBR;60;20210224;170000;518,1;;;;;;532,40625;0,277383506;0;;0,1921875;16,12057667;30;70;;21275,39;0;21275,39431
MOEX,MDMG:TQBR;60;20210224;180000;514,4;;;;;;528,7125;0,277383506;0;;0,058823529;5,555555556;30;70;;21275,39;0;21275,39431
MOEX,MDMG:TQBR;60;20210224;190000;518,5;;;;;;525,025;0,277383506;0;;0,250505051;20,03231018;30;70;;21275,39;0;21275,39431
MOEX,MDMG:TQBR;60;20210225;110000;522,3;;;;;;523,18125;0,277383506;0;;0,682593857;40,56795132;30;70;;0,00;40,73405;21275,39431
MOEX,MDMG:TQBR;60;20210225;120000;517,4;;;;;;521,9875;0,277383506;0;;0,404092072;28,77959927;30;70;;0,00;40,73405;21075,79747
MOEX,MDMG:TQBR;60;20210225;130000;519,5;;;;;;520,79375;0,277383506;0;;0,520833333;34,24657534;30;70;;0,00;40,73405;21161,33897
MOEX,MDMG:TQBR;60;20210225;140000;519;;;;;;519,58125;0,277383506;0;;0,54200542;35,14938489;30;70;;0,00;40,73405;21140,97195
MOEX,MDMG:TQBR;60;20210225;150000;518,35;;;;;;518,44375;0,277383506;0;;1,025641026;50,63291139;30;70;;0,00;40,73405;21114,49482
MOEX,MDMG:TQBR;60;20210225;160000;516,1;;;;;;518,19375;0,277383506;0;;1,204819277;54,64480874;30;70;;0,00;40,73405;21022,8432
MOEX,MDMG:TQBR;60;20210225;170000;514,3;;;;;;518,18125;0,277383506;0;;0,584158416;36,875;30;70;;0,00;40,73405;20949,52191
MOEX,MDMG:TQBR;60;20210225;180000;513,45;;;;;;517,55;0,277383506;0;;0,191780822;16,09195402;30;70;;0,00;40,73405;20914,89797
MOEX,MDMG:TQBR;60;20210225;190000;510;;;;;;516,0125;0,277383506;0;;0,221052632;18,10344828;30;70;;0,00;40,73405;20774,3655
MOEX,MDMG:TQBR;60;20210226;110000;499,25;;;;;;513,74375;0,277383506;0;;0;0;30;70;;0,00;40,73405;20336,47446
MOEX,MDMG:TQBR;60;20210226;120000;508,95;;;;;;512,425;0,277383506;0;;0,491139241;32,93718166;30;70;;0,00;40,73405;20731,59475
MOEX,MDMG:TQBR;60;20210226;130000;507,05;;;;;;510,93125;0,277383506;0;;0,461904762;31,59609121;30;70;;0,00;40,73405;20654,20005
MOEX,MDMG:TQBR;60;20210226;140000;510,6;;;;;;509,9625;0;141,6320184;;0,706666667;41,40625;30;70;;0,00;40,73405;20798,80593
MOEX,MDMG:TQBR;60;20210226;150000;512,55;;;;;;509,51875;0;141,6320184;;0,896755162;47,27838258;30;70;;0,00;40,73405;20878,23733
MOEX,MDMG:TQBR;60;20210226;160000;512,9;;;;;;509,34375;0;141,6320184;;0,965838509;49,13112164;30;70;;0,00;40,73405;20892,49424
MOEX,MDMG:TQBR;60;20210226;170000;512,9;;;;;;509,275;0;141,6320184;;1,229249012;55,14184397;30;70;;0,00;40,73405;20892,49424
MOEX,MDMG:TQBR;60;20210226;180000;511,4;;;;;;509,45;0;141,6320184;;4,573529412;82,05804749;30;70;;0,00;40,73405;20831,39317
MOEX,MDMG:TQBR;60;20210226;190000;502;;;;;;509,79375;0,282135495;0;;0,45703125;31,36729223;30;70;;20448,49;0;20448,4931
MOEX,MDMG:TQBR;60;20210301;110000;508,95;;;;;;509,79375;0,282135495;0;;1,174311927;54,00843882;30;70;;20448,49;0;20448,4931
MOEX,MDMG:TQBR;60;20210301;120000;507,95;;;;;;509,90625;0,282135495;0;;0,777310924;43,73522459;30;70;;20448,49;0;20448,4931
MOEX,MDMG:TQBR;60;20210301;130000;507;;;;;;509,45625;0,282135495;0;;0,568093385;36,22828784;30;70;;20448,49;0;20448,4931
MOEX,MDMG:TQBR;60;20210301;140000;507,75;;;;;;508,85625;0,282135495;0;;0,59922179;37,46958637;30;70;;20448,49;0;20448,4931
MOEX,MDMG:TQBR;60;20210301;150000;507,9;;;;;;508,23125;0,282135495;0;;0,610894942;37,92270531;30;70;;20448,49;0;20448,4931
MOEX,MDMG:TQBR;60;20210301;160000;507,8;;;;;;507,59375;0;143,2684042;;0,68558952;40,67357513;30;70;;20448,49;0;20448,4931
MOEX,MDMG:TQBR;60;20210301;170000;509,25;;;;;;507,325;0;143,2684042;;4,536585366;81,93832599;30;70;;20448,49;0;20448,4931
MOEX,MDMG:TQBR;60;20210301;180000;508,05;;;;;;508,08125;0,281996662;0;;0,723076923;41,96428571;30;70;;20448,49;0;20448,4931
MOEX,MDMG:TQBR;60;20210301;190000;507;;;;;;507,8375;0,281996662;0;;0,712121212;41,59292035;30;70;;20448,49;0;20448,4931
MOEX,MDMG:TQBR;60;20210302;110000;503,35;;;;;;507,2625;0,281996662;0;;0,391666667;28,14371257;30;70;;20448,49;0;20448,4931
MOEX,MDMG:TQBR;60;20210302;120000;510,95;;;;;;507,75625;0;144,0861946;;1,533333333;60,52631579;30;70;;0,00;40,02053645;20448,4931
MOEX,MDMG:TQBR;60;20210302;130000;513,1;;;;;;508,425;0;144,0861946;;1,866666667;65,11627907;30;70;;0,00;40,02053645;20534,53725
MOEX,MDMG:TQBR;60;20210302;140000;515,35;;;;;;509,35625;0;144,0861946;;2,279661017;69,50904393;30;70;;0,00;40,02053645;20624,58346
MOEX,MDMG:TQBR;60;20210302;150000;512,7;;;;;;509,96875;0;144,0861946;;1,403508772;58,39416058;30;70;;0,00;40,02053645;20518,52904
MOEX,MDMG:TQBR;60;20210302;160000;511,75;;;;;;510,28125;0;144,0861946;;1,445783133;59,11330049;30;70;;0,00;40,02053645;20480,50953
MOEX,MDMG:TQBR;60;20210302;170000;512,2;;;;;;510,8;0;144,0861946;;1,717241379;63,19796954;30;70;;0,00;40,02053645;20498,51877
MOEX,MDMG:TQBR;60;20210302;180000;511,75;;;;;;511,39375;0;144,0861946;;3,074074074;75,45454545;30;70;;0,00;40,02053645;20480,50953
MOEX,MDMG:TQBR;60;20210302;190000;512,05;;;;;;512,48125;0,281390869;0;;1,271604938;55,97826087;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210303;110000;512,5;;;;;;512,675;0,281390869;0;;0,851851852;46;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210303;120000;514,55;;;;;;512,85625;0;144,7896717;;0,802469136;44,52054795;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210303;130000;514,5;;;;;;512,75;0;144,7896717;;2,24137931;69,14893617;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210303;140000;517,75;;;;;;513,38125;0;144,7896717;;13;92,85714286;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210303;150000;516,8;;;;;;514,0125;0;144,7896717;;4,172413793;80,66666667;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210303;160000;516,4;;;;;;514,5375;0;144,7896717;;4,321428571;81,20805369;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210303;170000;517,35;;;;;;515,2375;0;144,7896717;;4,785714286;82,71604938;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210303;180000;515;;;;;;515,60625;0,281144994;0;;1,666666667;62,5;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210303;190000;513,1;;;;;;515,68125;0,281144994;0;;0,743362832;42,63959391;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210304;110000;511,35;;;;;;515,28125;0,281144994;0;;0,571428571;36,36363636;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210304;120000;521,8;;;;;;516,19375;0;146,7014577;;1,551020408;60,8;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210304;130000;520,65;;;;;;516,55625;0;146,7014577;;1,509933775;60,15831135;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210304;140000;520,95;;;;;;517,075;0;146,7014577;;1,636363636;62,06896552;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210304;150000;519,2;;;;;;517,425;0;146,7014577;;1,207865169;54,70737913;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210304;160000;520,7;;;;;;517,84375;0;146,7014577;;1,870229008;65,15957447;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210304;170000;516,55;;;;;;518,0375;0,284002435;0;;1,392045455;58,19477435;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210304;180000;519,3;;;;;;518,8125;0;147,4824644;;2,127659574;68,02721088;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210304;190000;523;;;;;;520,26875;0;147,4824644;;1,170212766;53,92156863;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210305;110000;525,75;;;;;;520,7625;0;147,4824644;;1,86440678;65,0887574;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210305;120000;523,55;;;;;;521,125;0;147,4824644;;1,320987654;56,91489362;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210305;130000;524,1;;;;;;521,51875;0;147,4824644;;1,771653543;63,92045455;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210305;140000;522,45;;;;;;521,925;0;147,4824644;;1,21875;54,92957746;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210305;150000;522,45;;;;;;522,14375;0;147,4824644;;2,532467532;71,69117647;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210305;160000;521,1;;;;;;522,7125;0,283021425;0;;1,346153846;57,37704918;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210305;170000;520,35;;;;;;522,84375;0,283021425;0;;0,554621849;35,67567568;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210305;180000;514,6;;;;;;521,79375;0,283021425;0;;0,047008547;4,489795918;30;70;;20492,52;0;20492,51569
MOEX,MDMG:TQBR;60;20210305;190000;527,95;;;;;;522,06875;0;149,4211611;;1,463157895;59,4017094;30;70;;0,00;38,81525843;20492,51569
MOEX,MDMG:TQBR;60;20210309;110000;513,55;;;;;;520,81875;0,290957377;0;;0,558577406;35,83892617;30;70;;0,00;38,81525843;19933,57597
MOEX,MDMG:TQBR;60;20210309;120000;514;;;;;;519,55625;0,290957377;0;;0,620224719;38,28016644;30;70;;0,00;38,81525843;19951,04283
MOEX,MDMG:TQBR;60;20210309;130000;514,1;;;;;;518,5125;0,290957377;0;;0,624719101;38,45089903;30;70;;0,00;38,81525843;19954,92436
MOEX,MDMG:TQBR;60;20210309;140000;512,6;;;;;;517,28125;0,290957377;0;;0,620535714;38,29201102;30;70;;0,00;38,81525843;19896,70147
MOEX,MDMG:TQBR;60;20210309;150000;514,4;;;;;;516,44375;0,290957377;0;;0,72517321;42,03480589;30;70;;0,00;38,81525843;19966,56894
MOEX,MDMG:TQBR;60;20210309;160000;515,15;;;;;;515,79375;0,290957377;0;;1,034591195;50,85007728;30;70;;0,00;38,81525843;19995,68038
MOEX,MDMG:TQBR;60;20210309;170000;515,95;;;;;;515,9625;0,290957377;0;;0,245283019;19,6969697;30;70;;0,00;38,81525843;20026,73259
MOEX,MDMG:TQBR;60;20210309;180000;515,9;;;;;;514,45625;0;150,104911;;2,516129032;71,55963303;30;70;;0,00;38,81525843;20024,79183
MOEX,MDMG:TQBR;60;20210309;190000;524,95;;;;;;515,88125;0;150,104911;;8,064516129;88,96797153;30;70;;0,00;38,81525843;20376,06991
MOEX,MDMG:TQBR;60;20210310;110000;516,95;;;;;;516,25;0;150,104911;;1,298429319;56,49202733;30;70;;20065,55;0;20065,54785
MOEX,MDMG:TQBR;60;20210310;120000;520,9;;;;;;517,1;0;150,104911;;2,031055901;67,00819672;30;70;;20065,55;0;20065,54785
MOEX,MDMG:TQBR;60;20210310;130000;520,9;;;;;;518,1375;0;150,104911;;1,807453416;64,38053097;30;70;;20065,55;0;20065,54785
MOEX,MDMG:TQBR;60;20210310;140000;520,85;;;;;;518,94375;0;150,104911;;1,703703704;63,01369863;30;70;;20065,55;0;20065,54785
MOEX,MDMG:TQBR;60;20210310;150000;518,35;;;;;;519,34375;0,289582157;0;;1,226415094;55,08474576;30;70;;20065,55;0;20065,54785
MOEX,MDMG:TQBR;60;20210310;160000;520,25;;;;;;519,88125;0;150,6551171;;1,412322275;58,54616896;30;70;;20065,55;0;20065,54785
MOEX,MDMG:TQBR;60;20210310;170000;518,05;;;;;;520,15;0,290811924;0;;0,458823529;31,4516129;30;70;;20065,55;0;20065,54785
MOEX,MDMG:TQBR;60;20210310;180000;519,9;;;;;;519,51875;0;151,1931191;;1,621052632;61,84738956;30;70;;20065,55;0;20065,54785
MOEX,MDMG:TQBR;60;20210310;190000;520,4;;;;;;519,95;0;151,1931191;;0,894736842;47,22222222;30;70;;20065,55;0;20065,54785
